index	card	atk	def	level	race	attribute	type	spell/trap type	description	rating
1581	Spirit Caller	1000	1000	3	Spellcaster	LIGHT	Effect	None	FLIP: You can Special Summon 1 Level 3 or lower Normal Monster from your Graveyard to your side of the field.	
983	Spirit Message "A	0	0	0	Spell	Spell	Spell	Continuous	This card can only be placed on the field by the effect of @5"Destiny Board"@7.	
981	Spirit Message "I	0	0	0	Spell	Spell	Spell	Continuous	This card can only be placed on the field by the effect of @5"Destiny Board"@7.	
984	Spirit Message "L	0	0	0	Spell	Spell	Spell	Continuous	This card can only be placed on the field by the effect of @5"Destiny Board"@7.	
982	Spirit Message "N	0	0	0	Spell	Spell	Spell	Continuous	This card can only be placed on the field by the effect of @5"Destiny Board"@7.	
962	Spirit of Flames	1700	1000	4	Pyro	FIRE	Effect	None	This card can only be Special Summoned by removing 1 FIRE monster in your Graveyard from play. Increase the ATK of this monster by 300 points during your Battle Phase.	
120	Spirit of the Books	1400	1200	4	Winged Beast	WIND	None	None	This wise spirit dwells in books, using its accumulated knowledge to defeat enemies.	
917	Spirit of the Breeze	0	1800	3	Fairy	WIND	Effect	None	As long as this card remains in face-up Attack Position on your side of the field, increase your Life Points by 1000 points during each of your Standby Phases.	
163	Spirit of the Harp	800	2000	4	Fairy	LIGHT	None	None	A spirit that soothes the soul with the music of its heavenly harp.	
1570	Spirit of the Pharaoh	2500	2000	6	Zombie	LIGHT	Effect	None	This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of @5"The First Sarcophagus"@7. When this card is Special Summoned, you can Special Summon up to 4 Level 2 or lower Zombie-Type Normal Monsters from your Graveyard.	
1031	Spirit Ryu	1000	1000	4	Dragon	WIND	Effect	None	You can only activate this effect during your Battle Step if this card battles during your turn. Discard 1 Dragon-Type monster from your hand to the Graveyard to increase the ATK and DEF of this card by 1000 points until the End Step.	
1924	Spiritual Earth Art - Kurogane	0	0	0	Trap	Trap	Trap	None	Tribute 1 EARTH monster on your side of the field. Special Summon 1 Level 4 or lower EARTH monster from your Graveyard, except the Tributed monster.	
1081	Spiritual Energy Settle Machine	0	0	0	Spell	Spell	Spell	Continuous	As long as this card remains face-up on the field, all Spirit monsters remain face-up on the field and do not return to their owners' hands during the End Phase even if they are Normal Summoned or flipped face-up. Discard 1 card from your hand during each of your End Phases. If you do not, destroy this card. When this card is removed from the field, all face-up Spirit monsters return to the owners' hands.	
1926	Spiritual Fire Art - Kurenai	0	0	0	Trap	Trap	Trap	None	Tribute 1 FIRE monster on your side of the field. Inflict damage to your opponent's Life Points equal to the original ATK of the Tributed monster.	
1925	Spiritual Water Art - Aoi	0	0	0	Trap	Trap	Trap	None	Tribute 1 WATER monster on your side of the field. Look at your opponent's hand, select 1 card from it, and send that card to the Graveyard.	
1927	Spiritual Wind Art - Miyabi	0	0	0	Trap	Trap	Trap	None	Tribute 1 WIND monster on your side of the field. Select 1 card on your opponent's side of the field, and return it to the bottom of the owner's Deck.	
956	Spiritualism	0	0	0	Spell	Spell	Spell	None	Return 1 Spell or Trap Card on your opponent's side of the field to the owner's hand. This card's activation and effect cannot be negated by any other card.	
924	St. Joan	2800	2000	7	Fairy	LIGHT	Fusion	None	@5"The Forgiving Maiden"@7 + @5"Marie the Fallen One"@7	
1041	Stamping Destruction	0	0	0	Spell	Spell	Spell	None	You can only activate this card when you have a face-up Dragon-Type monster on your side of the field. Destroy 1 Spell or Trap Card on the field and inflict 500 points of damage to the controller of that card.	
437	Star Boy	550	500	2	Aqua	WATER	Effect	None	As long as this card remains face-up on the field, increase the ATK of all WATER monsters by 500 points and decrease the ATK of all FIRE monsters by 400 points.	
1127	Statue of the Wicked	0	0	0	Trap	Trap	Trap	None	When this face-down card is destroyed and sent to the Graveyard, Special Summon 1 @5"Wicked Token"@7 (Fiend-Type/DARK/4 Stars/ATK 1000/DEF 1000) in Attack or Defense Position on your side of the field.	
1343	Staunch Defender	0	0	0	Trap	Trap	Trap	None	You can only activate this card when your opponent declares an attack. Select 1 face-up monster on your side of the field. During this turn, your opponent can only designate the selected monster as an attack target and your opponent must attack the selected monster with all face-up monsters.	
1459	Stealth Bird	700	1700	3	Winged Beast	DARK	Effect	None	You can flip this card into face-down Defense Position once per turn during your Main Phase. When this card is Flip Summoned, inflict 1000 points of damage to your opponent's Life Points.	
1883	Steam Gyroid	2200	1600	6	Machine	EARTH	Fusion	None	@5"Gyroid"@7 + @5"Steamroid"@7	
1876	Steamroid	1800	1800	4	Machine	EARTH	Effect	None	If this card attacks your opponent's monster, increase the ATK of this card by 500 points during the Damage Step only. If this card is attacked by your opponent's monster, decrease the ATK of this card by 500 points during the Damage Step only.	
462	Steel Ogre Grotto	1400	1800	5	Machine	EARTH	None	None	A steel idol worshipped in the Land of Machines.	
595	Steel Ogre Grotto~2	1900	2200	6	Machine	EARTH	None	None	A mechanized iron doll with tremendous strength.	
708	Stim-Pack	0	0	0	Spell	Spell	Spell	Equip	A monster equipped with this card increases its ATK by 700 points. Its ATK is then decreased by 200 points at each of its Standby Phases.	
242	Stone Armadiller	800	1200	3	Rock	EARTH	None	None	With a body armored by rock-hard fur, this monster features excellent defense capabilities.	
386	Stone Ghost	1200	1000	4	Rock	EARTH	None	None	With a head that erupts when angered, this monster launches a dangerous shower of boulders.	
608	Stone Statue of the Aztecs	300	2000	4	Rock	EARTH	Effect	None	Any Battle Damage your opponent takes when they attack this monster is doubled.	
289	Stop Defense	0	0	0	Spell	Spell	Spell	None	Select 1 Defense Position monster on your opponent's side of the field and change it to Attack Position.	
1480	Stray Lambs	0	0	0	Spell	Spell	Spell	None	If you activate this card, you cannot Normal Summon, Flip Summon or Special Summon during this turn. Special Summon 2 @5"Lamb Tokens"@7 (Beast-Type/EARTH/Level 1/ATK 0/DEF 0) in Defense Position on your side of the field.	
1405	Strike Ninja	1700	1200	4	Warrior	DARK	Effect	None	You can remove this card from play until the End Phase of this turn by removing from play 2 DARK monsters in your Graveyard. You can use this effect during either player's turn. You can only use this effect once per turn.	
1684	Stronghold	0	0	0	Trap	Trap	Trap	None	After activating this card, it becomes a Monster Card (Machine-Type/EARTH/4 Star/ATK 0/DEF 2000) and is Special Summoned into your Monster Card Zone in Defense Position. This card will have 3000 ATK Points if the cards @5"Green Gadget,"@7 @5"Red Gadget,"@7 and @5"Yellow Gadget"@7 are all face up on your Field. (This card is also treated as a Trap Card).	
1685	Stronghold	0	0	0	Trap	Trap	Trap	None	After activating this card, it becomes a Monster Card (Machine-Type/EARTH/4 Star/ATK 0/DEF 2000) and is Special Summoned into your Monster Card Zone in Defense Position. This card will have 3000 ATK Points if the cards @5"Green Gadget,"@7 @5"Red Gadget,"@7 and @5"Yellow Gadget"@7 are all face up on your Field. (This card is also treated as a Trap Card).	
314	Stuffed Animal	1200	900	3	Warrior	EARTH	None	None	It may look like a harmless stuffed animal, but its zipper mouth deals a deadly bite.	
1426	Stumbling	0	0	0	Spell	Spell	Spell	Continuous	Any monster that is Normal Summoned, Flip Summoned or Special Summoned is changed to Defense Position.	
2066	Success Probability 0%	0	0	0	Trap	Trap	Trap	None	Send 2 random Fusion Monsters from your opponent's Fusion Deck to the Graveyard.	
331	Suijin	2500	2400	7	Aqua	WATER	Effect	None	You can only activate this card's effect during your opponent's damage calculation. Make the ATK of a monster attacking this card 0 during damage calculation. This effect can only be used once as long as this card remains face-up on the field.	
1889	Summon Priest	800	1600	4	Spellcaster	DARK	Effect	None	This card cannot be given as a Tribute. When this card is successfully Summoned or Flip Summoned, it appears on the Field in Defense Position. By discarding one Spell Card from your Hand you can Special Summon one Level 4 Monster Card from your Deck. The Monster Card Special Summoned using this effect cannot attack for the duration of the turn. You can only activate the effect of this card once each turn, during your Main Phase.	
22	Summoned Skull	2500	1200	6	Fiend	DARK	None	None	A fiend with dark powers for confusing the enemy. Among the Fiend-Type monsters, this monster boasts considerable force.	
23	Summoned Skull	2500	1200	6	Fiend	DARK	None	None	A fiend with dark powers for confusing the enemy. Among the Fiend-Type monsters, this monster boasts considerable force.	
24	Summoned Skull	2500	1200	6	Fiend	DARK	None	None	A fiend with dark powers for confusing the enemy. Among the Fiend-Type monsters, this monster boasts considerable force.	
959	Summoner of Illusions	800	900	3	Spellcaster	LIGHT	Effect	None	FLIP: Offer 1 monster on your side of the field as a Tribute (excluding this monster). Special Summon 1 Fusion Monster Card from your Fusion Deck. The Fusion Monster is destroyed at the end of the turn this card is activated.	
1042	Super Rejuvenation	0	0	0	Spell	Spell	Spell	Quick-Play	During the End Phase of the turn this card is activated, draw 1 card from your Deck for each Dragon-Type monster discarded from your hand and/or Tributed during this turn.	
1074	Super Robolady	1200	500	6	Machine	EARTH	Fusion/Effect	None	@5"Robolady"@7 + @5"Roboyarou"@7 You can Special Summon @5"Super Roboyarou"@7 by returning this card from the field to the Fusion Deck. You cannot use this effect during the same turn this monster is Special Summoned. In addition, increase the ATK of this monster by 1000 points during the Damage Step when this monster inflicts Direct Damage to your opponent's Life Points.	
1075	Super Roboyarou	1200	500	6	Machine	EARTH	Fusion/Effect	None	@5"Roboyarou"@7 + @5"Robolady"@7 You can Special Summon @5"Super Robolady"@7 by returning this card from the field to the Fusion Deck. You cannot use this effect during the same turn this monster is Special Summoned. In addition, increase the ATK of this monster by 1000 points during the Damage Step when this monster battles with a monster.	
315	Super War-Lion	2300	2100	7	Beast	EARTH	Ritual	None	This monster can only be Ritual Summoned with the Ritual Spell Card, @5"War-Lion Ritual"@7. You must also offer monsters whose total Level Stars equal 7 or more as a Tribute from the field or your hand.	
969	Supply	1300	800	4	Warrior	EARTH	Effect	None	FLIP: Return 2 Fusion-Material monsters that were sent to the Graveyard as a result of a Fusion Summon to your hand.	
121	Supporter in the Shadows	1000	1000	3	Warrior	EARTH	None	None	A cute little elf that hides in the shadows and provides spiritual support.	
1067	Susa Soldier	2000	1600	4	Thunder	EARTH	Spirit	None	This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. The Battle Damage this card inflicts to your opponent's Life Points is halved.	
1105	Swarm of Locusts	1000	500	3	Insect	DARK	Effect	None	You can flip this card into face-down Defense Position once per turn during your Main Phase. When this card is Flip Summoned successfully, destroy 1 Spell or Trap Card on your opponent's side of the field.	
1104	Swarm of Scarabs	500	1000	3	Insect	DARK	Effect	None	You can flip this card into face-down Defense Position once per turn during your Main Phase. When this card is Flip Summoned successfully, destroy 1 monster on your opponent's side of the field.	
